datetime,from,to,distance_m,duration_s
2024-01-30 17:00:00.883107,Höhle,Krumpaul,2154,181
2024-01-30 16:50:01.835908,Krumpaul,Höhle,2174,184
2024-01-30 16:50:01.835908,Krumpaul,Krankenhaus,1539,147
2024-01-30 16:50:01.681036,Krankenhaus,Höhle,1902,176
2024-01-30 16:50:01.681036,Krankenhaus,Krumpaul,1560,145
2024-01-30 16:50:01.462665,Höhle,Krankenhaus,1905,183
2024-01-30 16:50:01.462665,Höhle,Krumpaul,2154,181
2024-01-30 16:40:01.369925,Krumpaul,Höhle,2174,184
2024-01-30 16:40:01.369925,Krumpaul,Krankenhaus,1539,147
2024-01-30 16:40:01.244057,Krankenhaus,Höhle,1902,176
2024-01-30 16:40:01.244057,Krankenhaus,Krumpaul,1560,145
2024-01-30 16:40:01.049818,Höhle,Krankenhaus,1905,183
2024-01-30 16:40:01.049818,Höhle,Krumpaul,2154,181
2024-01-30 16:30:01.46797,Krumpaul,Höhle,2174,184
2024-01-30 16:30:01.46797,Krumpaul,Krankenhaus,1539,147
2024-01-30 16:30:01.293973,Krankenhaus,Höhle,1902,176
2024-01-30 16:30:01.293973,Krankenhaus,Krumpaul,1560,145
2024-01-30 16:30:01.086871,Höhle,Krankenhaus,1905,183
2024-01-30 16:30:01.086871,Höhle,Krumpaul,2154,181
2024-01-30 16:20:01.341989,Krumpaul,Höhle,2174,184
2024-01-30 16:20:01.341989,Krumpaul,Krankenhaus,1510,232
2024-01-30 16:20:01.205024,Krankenhaus,Höhle,1902,176
2024-01-30 16:20:01.205024,Krankenhaus,Krumpaul,1560,145
2024-01-30 16:20:01.014851,Höhle,Krankenhaus,1905,183
2024-01-30 16:20:01.014851,Höhle,Krumpaul,2154,181
2024-01-30 16:10:01.934672,Krumpaul,Höhle,2174,184
2024-01-30 16:10:01.934672,Krumpaul,Krankenhaus,1539,147
2024-01-30 16:10:01.733896,Krankenhaus,Höhle,1902,176
2024-01-30 16:10:01.733896,Krankenhaus,Krumpaul,1560,145
2024-01-30 16:10:01.509799,Höhle,Krankenhaus,1905,183
2024-01-30 16:10:01.509799,Höhle,Krumpaul,2154,181
2024-01-30 16:06:31.095931,Krumpaul,Höhle,2174,184
2024-01-30 16:06:31.095931,Krumpaul,Krankenhaus,1539,147
2024-01-30 16:06:30.934619,Krankenhaus,Höhle,1902,176
2024-01-30 16:06:30.934619,Krankenhaus,Krumpaul,1560,145
2024-01-30 16:06:30.712897,Höhle,Krankenhaus,1905,183
2024-01-30 16:06:30.712897,Höhle,Krumpaul,2154,181
2024-01-30 15:50:01.433797,Krumpaul,Höhle,2174,184
2024-01-30 15:50:01.433797,Krumpaul,Krankenhaus,1539,147
2024-01-30 15:50:01.267846,Krankenhaus,Höhle,1902,176
2024-01-30 15:50:01.267846,Krankenhaus,Krumpaul,1560,145
2024-01-30 15:50:01.056606,Höhle,Krankenhaus,1905,183
2024-01-30 15:50:01.056606,Höhle,Krumpaul,2154,181
2024-01-30 15:40:01.384286,Krumpaul,Höhle,2174,184
2024-01-30 15:40:01.384286,Krumpaul,Krankenhaus,1510,232
2024-01-30 15:40:01.215004,Krankenhaus,Höhle,1902,176
2024-01-30 15:40:01.215004,Krankenhaus,Krumpaul,1560,145
2024-01-30 15:40:01.010027,Höhle,Krankenhaus,1905,183
2024-01-30 15:40:01.010027,Höhle,Krumpaul,2154,181
2024-01-30 15:30:01.264287,Krumpaul,Höhle,2174,184
2024-01-30 15:30:01.264287,Krumpaul,Krankenhaus,1510,232
2024-01-30 15:30:01.150285,Krankenhaus,Höhle,1902,176
2024-01-30 15:30:01.150285,Krankenhaus,Krumpaul,1560,145
2024-01-30 15:30:00.912255,Höhle,Krankenhaus,1905,183
2024-01-30 15:30:00.912255,Höhle,Krumpaul,2154,181
2024-01-30 15:20:02.145833,Krumpaul,Höhle,2174,184
2024-01-30 15:20:02.145833,Krumpaul,Krankenhaus,1510,232
2024-01-30 15:20:01.956733,Krankenhaus,Höhle,1902,176
2024-01-30 15:20:01.956733,Krankenhaus,Krumpaul,1560,145
2024-01-30 15:20:01.731624,Höhle,Krankenhaus,1905,183
2024-01-30 15:20:01.731624,Höhle,Krumpaul,2154,181
2024-01-30 15:10:01.965011,Krumpaul,Höhle,2174,184
2024-01-30 15:10:01.965011,Krumpaul,Krankenhaus,1539,147
2024-01-30 15:10:01.793438,Krankenhaus,Höhle,1902,176
2024-01-30 15:10:01.793438,Krankenhaus,Krumpaul,1560,145
2024-01-30 15:10:01.602178,Höhle,Krankenhaus,1905,183
2024-01-30 15:10:01.602178,Höhle,Krumpaul,2154,181
2024-01-30 15:00:02.655895,Krumpaul,Höhle,2174,184
2024-01-30 15:00:02.655895,Krumpaul,Krankenhaus,1539,147
2024-01-30 15:00:02.489015,Krankenhaus,Höhle,1902,176
2024-01-30 15:00:02.489015,Krankenhaus,Krumpaul,1560,145
2024-01-30 15:00:02.28531,Höhle,Krankenhaus,1905,183
2024-01-30 15:00:02.28531,Höhle,Krumpaul,2154,181
2024-01-30 14:50:02.071067,Krumpaul,Höhle,2174,184
2024-01-30 14:50:02.071067,Krumpaul,Krankenhaus,1539,147
2024-01-30 14:50:01.894156,Krankenhaus,Höhle,1902,176
2024-01-30 14:50:01.894156,Krankenhaus,Krumpaul,1560,145
2024-01-30 14:50:01.684384,Höhle,Krankenhaus,1905,183
2024-01-30 14:50:01.684384,Höhle,Krumpaul,2154,181
2024-01-30 14:40:01.641177,Krumpaul,Höhle,2174,184
2024-01-30 14:40:01.641177,Krumpaul,Krankenhaus,1539,147
2024-01-30 14:40:01.451204,Krankenhaus,Höhle,1902,176
2024-01-30 14:40:01.451204,Krankenhaus,Krumpaul,1560,145
2024-01-30 14:40:01.170956,Höhle,Krankenhaus,1905,183
2024-01-30 14:40:01.170956,Höhle,Krumpaul,2154,181
2024-01-30 14:30:01.586029,Krumpaul,Höhle,2174,184
2024-01-30 14:30:01.586029,Krumpaul,Krankenhaus,1510,232
2024-01-30 14:30:01.437936,Krankenhaus,Höhle,1902,176
2024-01-30 14:30:01.437936,Krankenhaus,Krumpaul,1560,145
2024-01-30 14:30:01.28775,Höhle,Krankenhaus,1905,183
2024-01-30 14:30:01.28775,Höhle,Krumpaul,2154,181
2024-01-30 14:20:02.036064,Krumpaul,Höhle,2174,184
2024-01-30 14:20:02.036064,Krumpaul,Krankenhaus,1539,147
2024-01-30 14:20:01.886503,Krankenhaus,Höhle,1902,176
2024-01-30 14:20:01.886503,Krankenhaus,Krumpaul,1560,145
2024-01-30 14:20:01.681085,Höhle,Krankenhaus,1905,183
2024-01-30 14:20:01.681085,Höhle,Krumpaul,2154,181
2024-01-30 14:10:01.300125,Krumpaul,Höhle,2174,184
2024-01-30 14:10:01.300125,Krumpaul,Krankenhaus,1539,147
2024-01-30 14:10:01.155812,Krankenhaus,Höhle,1902,176
2024-01-30 14:10:01.155812,Krankenhaus,Krumpaul,1560,145
2024-01-30 14:10:00.970396,Höhle,Krankenhaus,1905,183
2024-01-30 14:10:00.970396,Höhle,Krumpaul,2154,181
2024-01-30 14:00:02.26895,Krumpaul,Höhle,2174,184
2024-01-30 14:00:02.26895,Krumpaul,Krankenhaus,1539,147
2024-01-30 14:00:02.113513,Krankenhaus,Höhle,1902,176
2024-01-30 14:00:02.113513,Krankenhaus,Krumpaul,1560,145
2024-01-30 14:00:01.888142,Höhle,Krankenhaus,1905,183
2024-01-30 14:00:01.888142,Höhle,Krumpaul,2154,181
2024-01-30 13:50:02.460655,Krumpaul,Höhle,2174,184
2024-01-30 13:50:02.460655,Krumpaul,Krankenhaus,1539,147
2024-01-30 13:50:02.307387,Krankenhaus,Höhle,1902,176
2024-01-30 13:50:02.307387,Krankenhaus,Krumpaul,1560,145
2024-01-30 13:50:02.11656,Höhle,Krankenhaus,1905,183
2024-01-30 13:50:02.11656,Höhle,Krumpaul,2154,181
2024-01-30 13:40:01.035638,Krumpaul,Höhle,2174,184
2024-01-30 13:40:01.035638,Krumpaul,Krankenhaus,1539,147
2024-01-30 13:40:00.870447,Krankenhaus,Höhle,1902,176
2024-01-30 13:40:00.870447,Krankenhaus,Krumpaul,1560,145
2024-01-30 13:40:00.668501,Höhle,Krankenhaus,1905,183
2024-01-30 13:40:00.668501,Höhle,Krumpaul,2154,181
2024-01-30 13:30:01.609255,Krumpaul,Höhle,2174,184
2024-01-30 13:30:01.609255,Krumpaul,Krankenhaus,1539,147
2024-01-30 13:30:01.395022,Krankenhaus,Höhle,1902,176
2024-01-30 13:30:01.395022,Krankenhaus,Krumpaul,1560,145
2024-01-30 13:30:01.195759,Höhle,Krankenhaus,1905,183
2024-01-30 13:30:01.195759,Höhle,Krumpaul,2154,181
2024-01-30 13:20:02.027953,Krumpaul,Höhle,2174,184
2024-01-30 13:20:02.027953,Krumpaul,Krankenhaus,1539,147
2024-01-30 13:20:01.862869,Krankenhaus,Höhle,1902,176
2024-01-30 13:20:01.862869,Krankenhaus,Krumpaul,1560,145
2024-01-30 13:20:01.642668,Höhle,Krankenhaus,1905,183
2024-01-30 13:20:01.642668,Höhle,Krumpaul,2154,181
2024-01-30 13:10:02.755347,Krumpaul,Höhle,2174,184
2024-01-30 13:10:02.755347,Krumpaul,Krankenhaus,1539,147
2024-01-30 13:10:02.598105,Krankenhaus,Höhle,1902,176
2024-01-30 13:10:02.598105,Krankenhaus,Krumpaul,1560,145
2024-01-30 13:10:02.40918,Höhle,Krankenhaus,1905,183
2024-01-30 13:10:02.40918,Höhle,Krumpaul,2154,181
2024-01-30 13:00:02.128682,Krumpaul,Höhle,2174,184
2024-01-30 13:00:02.128682,Krumpaul,Krankenhaus,1539,147
2024-01-30 13:00:02.000554,Krankenhaus,Höhle,1902,176
2024-01-30 13:00:02.000554,Krankenhaus,Krumpaul,1560,145
2024-01-30 13:00:01.799013,Höhle,Krankenhaus,1905,183
2024-01-30 13:00:01.799013,Höhle,Krumpaul,2154,181
2024-01-30 12:50:01.798872,Krumpaul,Höhle,2174,184
2024-01-30 12:50:01.798872,Krumpaul,Krankenhaus,1539,147
2024-01-30 12:50:01.643679,Krankenhaus,Höhle,1902,176
2024-01-30 12:50:01.643679,Krankenhaus,Krumpaul,1560,145
2024-01-30 12:50:01.442412,Höhle,Krankenhaus,1905,183
2024-01-30 12:50:01.442412,Höhle,Krumpaul,2154,181
2024-01-30 12:40:02.558706,Krumpaul,Höhle,2174,184
2024-01-30 12:40:02.558706,Krumpaul,Krankenhaus,1539,147
2024-01-30 12:40:02.396936,Krankenhaus,Höhle,1902,176
2024-01-30 12:40:02.396936,Krankenhaus,Krumpaul,1560,145
2024-01-30 12:40:02.194693,Höhle,Krankenhaus,1905,183
2024-01-30 12:40:02.194693,Höhle,Krumpaul,2154,181
2024-01-30 12:30:01.755322,Krumpaul,Höhle,2174,184
2024-01-30 12:30:01.755322,Krumpaul,Krankenhaus,1539,147
2024-01-30 12:30:01.614784,Krankenhaus,Höhle,1902,176
2024-01-30 12:30:01.614784,Krankenhaus,Krumpaul,1560,145
2024-01-30 12:30:01.467879,Höhle,Krankenhaus,1905,183
2024-01-30 12:30:01.467879,Höhle,Krumpaul,2154,181
2024-01-30 12:20:02.577451,Krumpaul,Höhle,2174,184
2024-01-30 12:20:02.577451,Krumpaul,Krankenhaus,1539,147
2024-01-30 12:20:02.360459,Krankenhaus,Höhle,1902,176
2024-01-30 12:20:02.360459,Krankenhaus,Krumpaul,1560,145
2024-01-30 12:20:02.051788,Höhle,Krankenhaus,1905,183
2024-01-30 12:20:02.051788,Höhle,Krumpaul,2154,181
2024-01-30 12:10:02.088465,Krumpaul,Höhle,2174,184
2024-01-30 12:10:02.088465,Krumpaul,Krankenhaus,1539,147
2024-01-30 12:10:01.93922,Krankenhaus,Höhle,1902,176
2024-01-30 12:10:01.93922,Krankenhaus,Krumpaul,1560,145
2024-01-30 12:10:01.745819,Höhle,Krankenhaus,1905,183
2024-01-30 12:10:01.745819,Höhle,Krumpaul,2154,181
2024-01-30 12:00:02.36026,Krumpaul,Höhle,2174,184
2024-01-30 12:00:02.36026,Krumpaul,Krankenhaus,1539,147
2024-01-30 12:00:02.196525,Krankenhaus,Höhle,1902,176
2024-01-30 12:00:02.196525,Krankenhaus,Krumpaul,1560,145
2024-01-30 12:00:01.983472,Höhle,Krankenhaus,1905,183
2024-01-30 12:00:01.983472,Höhle,Krumpaul,2154,181
2024-01-30 11:50:02.353959,Krumpaul,Höhle,2174,184
2024-01-30 11:50:02.353959,Krumpaul,Krankenhaus,1539,147
2024-01-30 11:50:02.215732,Krankenhaus,Höhle,1902,176
2024-01-30 11:50:02.215732,Krankenhaus,Krumpaul,1560,145
2024-01-30 11:50:01.969592,Höhle,Krankenhaus,1905,183
2024-01-30 11:50:01.969592,Höhle,Krumpaul,2154,181
2024-01-30 11:40:02.166779,Krumpaul,Höhle,2174,184
2024-01-30 11:40:02.166779,Krumpaul,Krankenhaus,1539,147
2024-01-30 11:40:02.010792,Krankenhaus,Höhle,1902,176
2024-01-30 11:40:02.010792,Krankenhaus,Krumpaul,1560,145
2024-01-30 11:40:01.812101,Höhle,Krankenhaus,1905,183
2024-01-30 11:40:01.812101,Höhle,Krumpaul,2154,181
2024-01-30 11:30:01.877559,Krumpaul,Höhle,2174,184
2024-01-30 11:30:01.877559,Krumpaul,Krankenhaus,1539,147
2024-01-30 11:30:01.701351,Krankenhaus,Höhle,1902,176
2024-01-30 11:30:01.701351,Krankenhaus,Krumpaul,1560,145
2024-01-30 11:30:01.494543,Höhle,Krankenhaus,1905,183
2024-01-30 11:30:01.494543,Höhle,Krumpaul,2154,181
2024-01-30 11:20:01.289923,Krumpaul,Höhle,2174,184
2024-01-30 11:20:01.289923,Krumpaul,Krankenhaus,1539,147
2024-01-30 11:20:01.130939,Krankenhaus,Höhle,1902,176
2024-01-30 11:20:01.130939,Krankenhaus,Krumpaul,1560,145
2024-01-30 11:20:00.945779,Höhle,Krankenhaus,1905,183
2024-01-30 11:20:00.945779,Höhle,Krumpaul,2154,181
2024-01-30 11:10:01.92951,Krumpaul,Höhle,2174,184
2024-01-30 11:10:01.92951,Krumpaul,Krankenhaus,1539,147
2024-01-30 11:10:01.800193,Krankenhaus,Höhle,1902,176
2024-01-30 11:10:01.800193,Krankenhaus,Krumpaul,1560,145
2024-01-30 11:10:01.583902,Höhle,Krankenhaus,1905,183
2024-01-30 11:10:01.583902,Höhle,Krumpaul,2154,181
2024-01-30 11:00:01.618799,Krumpaul,Höhle,2174,184
2024-01-30 11:00:01.618799,Krumpaul,Krankenhaus,1539,147
2024-01-30 11:00:01.434741,Krankenhaus,Höhle,1902,176
2024-01-30 11:00:01.434741,Krankenhaus,Krumpaul,1560,145
2024-01-30 11:00:01.239255,Höhle,Krankenhaus,1905,183
2024-01-30 11:00:01.239255,Höhle,Krumpaul,2154,181
2024-01-30 10:50:02.029388,Krumpaul,Höhle,2174,184
2024-01-30 10:50:02.029388,Krumpaul,Krankenhaus,1539,147
2024-01-30 10:50:01.888669,Krankenhaus,Höhle,1902,176
2024-01-30 10:50:01.888669,Krankenhaus,Krumpaul,1560,145
2024-01-30 10:50:01.691772,Höhle,Krankenhaus,1905,183
2024-01-30 10:50:01.691772,Höhle,Krumpaul,2154,181
2024-01-30 10:40:02.364686,Krumpaul,Höhle,2174,184
2024-01-30 10:40:02.364686,Krumpaul,Krankenhaus,1539,147
2024-01-30 10:40:02.245648,Krankenhaus,Höhle,1902,176
2024-01-30 10:40:02.245648,Krankenhaus,Krumpaul,1560,145
2024-01-30 10:40:02.066631,Höhle,Krankenhaus,1905,183
2024-01-30 10:40:02.066631,Höhle,Krumpaul,2154,181
2024-01-30 10:30:01.696465,Krumpaul,Höhle,2174,184
2024-01-30 10:30:01.696465,Krumpaul,Krankenhaus,1539,147
2024-01-30 10:30:01.574102,Krankenhaus,Höhle,1902,176
2024-01-30 10:30:01.574102,Krankenhaus,Krumpaul,1560,145
2024-01-30 10:30:01.413769,Höhle,Krankenhaus,1905,183
2024-01-30 10:30:01.413769,Höhle,Krumpaul,2154,181
2024-01-30 10:20:01.988642,Krumpaul,Höhle,2174,184
2024-01-30 10:20:01.988642,Krumpaul,Krankenhaus,1539,147
2024-01-30 10:20:01.826142,Krankenhaus,Höhle,1902,176
2024-01-30 10:20:01.826142,Krankenhaus,Krumpaul,1560,145
2024-01-30 10:20:01.631587,Höhle,Krankenhaus,1905,183
2024-01-30 10:20:01.631587,Höhle,Krumpaul,2154,181
2024-01-30 10:10:02.249851,Krumpaul,Höhle,2174,184
2024-01-30 10:10:02.249851,Krumpaul,Krankenhaus,1539,147
2024-01-30 10:10:02.068358,Krankenhaus,Höhle,1902,176
2024-01-30 10:10:02.068358,Krankenhaus,Krumpaul,1560,145
2024-01-30 10:10:01.895598,Höhle,Krankenhaus,1905,183
2024-01-30 10:10:01.895598,Höhle,Krumpaul,2154,181
2024-01-30 10:00:01.79368,Krumpaul,Höhle,2174,184
2024-01-30 10:00:01.79368,Krumpaul,Krankenhaus,1539,147
2024-01-30 10:00:01.642741,Krankenhaus,Höhle,1902,176
2024-01-30 10:00:01.642741,Krankenhaus,Krumpaul,1560,145
2024-01-30 10:00:01.46572,Höhle,Krankenhaus,1905,183
2024-01-30 10:00:01.46572,Höhle,Krumpaul,2154,181
2024-01-30 09:50:02.654186,Krumpaul,Höhle,2174,184
2024-01-30 09:50:02.654186,Krumpaul,Krankenhaus,1539,147
2024-01-30 09:50:02.508527,Krankenhaus,Höhle,1902,176
2024-01-30 09:50:02.508527,Krankenhaus,Krumpaul,1560,145
2024-01-30 09:50:02.35534,Höhle,Krankenhaus,1905,183
2024-01-30 09:50:02.35534,Höhle,Krumpaul,2154,181
2024-01-30 09:40:02.072394,Krumpaul,Höhle,2174,184
2024-01-30 09:40:02.072394,Krumpaul,Krankenhaus,1539,147
2024-01-30 09:40:01.935764,Krankenhaus,Höhle,1902,176
2024-01-30 09:40:01.935764,Krankenhaus,Krumpaul,1560,145
2024-01-30 09:40:01.787816,Höhle,Krankenhaus,1905,183
2024-01-30 09:40:01.787816,Höhle,Krumpaul,2154,181
2024-01-30 09:37:40.227982,Krumpaul,Höhle,2174,184
2024-01-30 09:37:40.227982,Krumpaul,Krankenhaus,1539,147
2024-01-30 09:37:39.996777,Krankenhaus,Höhle,1902,176
2024-01-30 09:37:39.996777,Krankenhaus,Krumpaul,1560,145
2024-01-30 09:37:39.78342,Höhle,Krankenhaus,1905,183
2024-01-30 09:37:39.78342,Höhle,Krumpaul,2154,181
2024-01-30 08:51:31.493681,Krumpaul,Höhle,2174,184
2024-01-30 08:51:31.493681,Krumpaul,Krankenhaus,1539,147
2024-01-30 08:51:31.342058,Krankenhaus,Höhle,1902,176
2024-01-30 08:51:31.342058,Krankenhaus,Krumpaul,1560,145
2024-01-30 08:51:31.14611,Höhle,Krankenhaus,1905,183
2024-01-30 08:51:31.14611,Höhle,Krumpaul,2154,181
2024-01-30 08:40:01.884904,Krumpaul,Höhle,2174,184
2024-01-30 08:40:01.884904,Krumpaul,Krankenhaus,1539,147
2024-01-30 08:40:01.736512,Krankenhaus,Höhle,1902,176
2024-01-30 08:40:01.736512,Krankenhaus,Krumpaul,1560,145
2024-01-30 08:40:01.539143,Höhle,Krankenhaus,1905,183
2024-01-30 08:40:01.539143,Höhle,Krumpaul,2154,181
2024-01-30 08:30:01.939826,Krumpaul,Höhle,2174,184
2024-01-30 08:30:01.939826,Krumpaul,Krankenhaus,1539,147
2024-01-30 08:30:01.786565,Krankenhaus,Höhle,1902,176
2024-01-30 08:30:01.786565,Krankenhaus,Krumpaul,1560,145
2024-01-30 08:30:01.571567,Höhle,Krankenhaus,1905,183
2024-01-30 08:30:01.571567,Höhle,Krumpaul,2154,181
2024-01-30 08:20:01.668624,Krumpaul,Höhle,2174,184
2024-01-30 08:20:01.668624,Krumpaul,Krankenhaus,1539,147
2024-01-30 08:20:01.512867,Krankenhaus,Höhle,1902,176
2024-01-30 08:20:01.512867,Krankenhaus,Krumpaul,1560,145
2024-01-30 08:20:01.298931,Höhle,Krankenhaus,1905,183
2024-01-30 08:20:01.298931,Höhle,Krumpaul,2154,181
2024-01-30 08:10:02.087424,Krumpaul,Höhle,2174,184
2024-01-30 08:10:02.087424,Krumpaul,Krankenhaus,1539,147
2024-01-30 08:10:01.945443,Krankenhaus,Höhle,1902,176
2024-01-30 08:10:01.945443,Krankenhaus,Krumpaul,1560,145
2024-01-30 08:10:01.738257,Höhle,Krankenhaus,1905,183
2024-01-30 08:10:01.738257,Höhle,Krumpaul,2154,181
2024-01-30 08:00:01.996876,Krumpaul,Höhle,2174,184
2024-01-30 08:00:01.996876,Krumpaul,Krankenhaus,1539,147
2024-01-30 08:00:01.839931,Krankenhaus,Höhle,1902,176
2024-01-30 08:00:01.839931,Krankenhaus,Krumpaul,1560,145
2024-01-30 08:00:01.67712,Höhle,Krankenhaus,1905,183
2024-01-30 08:00:01.67712,Höhle,Krumpaul,2154,181
2024-01-30 07:50:02.36942,Krumpaul,Höhle,2174,184
2024-01-30 07:50:02.36942,Krumpaul,Krankenhaus,1539,147
2024-01-30 07:50:02.234007,Krankenhaus,Höhle,1902,176
2024-01-30 07:50:02.234007,Krankenhaus,Krumpaul,1560,145
2024-01-30 07:50:02.016872,Höhle,Krankenhaus,1905,183
2024-01-30 07:50:02.016872,Höhle,Krumpaul,2154,181
2024-01-30 07:20:02.305108,Krumpaul,Höhle,2174,184
2024-01-30 07:20:02.305108,Krumpaul,Krankenhaus,1539,147
2024-01-30 07:20:02.147406,Krankenhaus,Höhle,1902,176
2024-01-30 07:20:02.147406,Krankenhaus,Krumpaul,1560,145
2024-01-30 07:20:01.962253,Höhle,Krankenhaus,1905,183
2024-01-30 07:20:01.962253,Höhle,Krumpaul,2154,181
2024-01-30 07:10:02.401987,Krumpaul,Höhle,2174,184
2024-01-30 07:10:02.401987,Krumpaul,Krankenhaus,1539,147
2024-01-30 07:10:02.259489,Krankenhaus,Höhle,1902,176
2024-01-30 07:10:02.259489,Krankenhaus,Krumpaul,1560,145
2024-01-30 07:10:02.055946,Höhle,Krankenhaus,1905,183
2024-01-30 07:10:02.055946,Höhle,Krumpaul,2154,181
2024-01-30 07:00:01.858565,Krumpaul,Höhle,2174,184
2024-01-30 07:00:01.858565,Krumpaul,Krankenhaus,1539,147
2024-01-30 07:00:01.721156,Krankenhaus,Höhle,1902,176
2024-01-30 07:00:01.721156,Krankenhaus,Krumpaul,1560,145
2024-01-30 07:00:01.540554,Höhle,Krankenhaus,1905,183
2024-01-30 07:00:01.540554,Höhle,Krumpaul,2154,181
2024-01-30 06:50:02.157327,Krumpaul,Höhle,2174,184
2024-01-30 06:50:02.157327,Krumpaul,Krankenhaus,1539,147
2024-01-30 06:50:01.985274,Krankenhaus,Höhle,1902,176
2024-01-30 06:50:01.985274,Krankenhaus,Krumpaul,1560,145
2024-01-30 06:50:01.783652,Höhle,Krankenhaus,1905,183
2024-01-30 06:50:01.783652,Höhle,Krumpaul,2154,181
2024-01-30 06:40:02.306578,Krumpaul,Höhle,2174,184
2024-01-30 06:40:02.306578,Krumpaul,Krankenhaus,1539,147
2024-01-30 06:40:02.156854,Krankenhaus,Höhle,1902,176
2024-01-30 06:40:02.156854,Krankenhaus,Krumpaul,1560,145
2024-01-30 06:40:01.98093,Höhle,Krankenhaus,1905,183
2024-01-30 06:40:01.98093,Höhle,Krumpaul,2154,181
2024-01-30 06:30:01.631156,Krumpaul,Höhle,2174,184
2024-01-30 06:30:01.631156,Krumpaul,Krankenhaus,1539,147
2024-01-30 06:30:01.475955,Krankenhaus,Höhle,1902,176
2024-01-30 06:30:01.475955,Krankenhaus,Krumpaul,1560,145
2024-01-30 06:30:01.285962,Höhle,Krankenhaus,1905,183
2024-01-30 06:30:01.285962,Höhle,Krumpaul,2154,181
2024-01-30 06:20:02.31012,Krumpaul,Höhle,2174,184
2024-01-30 06:20:02.31012,Krumpaul,Krankenhaus,1539,147
2024-01-30 06:20:02.161078,Krankenhaus,Höhle,1902,176
2024-01-30 06:20:02.161078,Krankenhaus,Krumpaul,1560,145
2024-01-30 06:20:02.013596,Höhle,Krankenhaus,1905,183
2024-01-30 06:20:02.013596,Höhle,Krumpaul,2154,181
2024-01-30 06:10:01.957846,Krumpaul,Höhle,2174,184
2024-01-30 06:10:01.957846,Krumpaul,Krankenhaus,1539,147
2024-01-30 06:10:01.843375,Krankenhaus,Höhle,1902,176
2024-01-30 06:10:01.843375,Krankenhaus,Krumpaul,1560,145
2024-01-30 06:10:01.65845,Höhle,Krankenhaus,1905,183
2024-01-30 06:10:01.65845,Höhle,Krumpaul,2154,181
2024-01-30 06:00:02.657678,Krumpaul,Höhle,2174,184
2024-01-30 06:00:02.657678,Krumpaul,Krankenhaus,1539,147
2024-01-30 06:00:02.540243,Krankenhaus,Höhle,1902,176
2024-01-30 06:00:02.540243,Krankenhaus,Krumpaul,1560,145
2024-01-30 06:00:02.382926,Höhle,Krankenhaus,1905,183
2024-01-30 06:00:02.382926,Höhle,Krumpaul,2154,181
2024-01-30 05:50:02.116259,Krumpaul,Höhle,2174,184
2024-01-30 05:50:02.116259,Krumpaul,Krankenhaus,1539,147
2024-01-30 05:50:01.936379,Krankenhaus,Höhle,1902,176
2024-01-30 05:50:01.936379,Krankenhaus,Krumpaul,1560,145
2024-01-30 05:50:01.724877,Höhle,Krankenhaus,1905,183
2024-01-30 05:50:01.724877,Höhle,Krumpaul,2154,181
2024-01-30 05:40:02.082315,Krumpaul,Höhle,2174,184
2024-01-30 05:40:02.082315,Krumpaul,Krankenhaus,1539,147
2024-01-30 05:40:01.970669,Krankenhaus,Höhle,1902,176
2024-01-30 05:40:01.970669,Krankenhaus,Krumpaul,1560,145
2024-01-30 05:40:01.789885,Höhle,Krankenhaus,1905,183
2024-01-30 05:40:01.789885,Höhle,Krumpaul,2154,181
2024-01-30 05:30:01.678833,Krumpaul,Höhle,2174,184
2024-01-30 05:30:01.678833,Krumpaul,Krankenhaus,1539,147
2024-01-30 05:30:01.518947,Krankenhaus,Höhle,1902,176
2024-01-30 05:30:01.518947,Krankenhaus,Krumpaul,1560,145
2024-01-30 05:30:01.327965,Höhle,Krankenhaus,1905,183
2024-01-30 05:30:01.327965,Höhle,Krumpaul,2154,181
2024-01-30 05:10:02.649559,Krumpaul,Höhle,2174,184
2024-01-30 05:10:02.649559,Krumpaul,Krankenhaus,1539,147
2024-01-30 05:10:02.49762,Krankenhaus,Höhle,1902,176
2024-01-30 05:10:02.49762,Krankenhaus,Krumpaul,1560,145
2024-01-30 05:10:02.285004,Höhle,Krankenhaus,1905,183
2024-01-30 05:10:02.285004,Höhle,Krumpaul,2154,181
2024-01-29 21:50:02.37593,Krumpaul,Höhle,2174,184
2024-01-29 21:50:02.37593,Krumpaul,Krankenhaus,1539,147
2024-01-29 21:50:02.235738,Krankenhaus,Höhle,1902,176
2024-01-29 21:50:02.235738,Krankenhaus,Krumpaul,1560,145
2024-01-29 21:50:02.007925,Höhle,Krankenhaus,1905,183
2024-01-29 21:50:02.007925,Höhle,Krumpaul,2154,181
2024-01-29 21:40:01.888083,Krumpaul,Höhle,2174,184
2024-01-29 21:40:01.888083,Krumpaul,Krankenhaus,1539,147
2024-01-29 21:40:01.733207,Krankenhaus,Höhle,1902,176
2024-01-29 21:40:01.733207,Krankenhaus,Krumpaul,1560,145
2024-01-29 21:40:01.517382,Höhle,Krankenhaus,1905,183
2024-01-29 21:40:01.517382,Höhle,Krumpaul,2154,181
2024-01-29 21:30:02.400842,Krumpaul,Höhle,2174,184
2024-01-29 21:30:02.400842,Krumpaul,Krankenhaus,1539,147
2024-01-29 21:30:02.23927,Krankenhaus,Höhle,1902,176
2024-01-29 21:30:02.23927,Krankenhaus,Krumpaul,1560,145
